 1 44.437652 16.250605 3 1
 4 62.475016 7.171804 4 1
 10 54.981522 18.618353 4 2
 15 59.327198 6.420502 4 1
 20 64.881074 4.815639 4 1
 68 45.335122 33.384463 3 3
 70 57.896794 28.425570 4 2
 71 45.675420 30.328530 3 2
 75 45.201811 30.842650 3 2
 82 44.435259 10.058440 3 1
 95 71.984290 16.942177 5 2
 100 63.588807 16.825387 4 2
 101 62.213104 31.317577 4 2
 102 49.523051 30.106140 3 2
 112 52.875306 30.983700 4 2
 113 45.541597 32.524758 3 2
 119 66.727691 12.182975 5 1
 121 62.961911 2.978657 4 1
 142 43.785641 30.498267 3 2
 156 46.527132 11.033499 3 1
 161 39.645481 11.029236 3 1
 167 49.970652 28.909471 3 2
 174 52.061019 30.362871 4 2
 175 55.925110 35.943862 4 3
 177 58.007245 27.877937 4 2
 186 70.021768 17.362059 5 2
 195 63.585322 11.927032 4 1
 206 71.584796 23.989194 5 2
 217 52.274309 14.804982 4 1
 225 39.837125 17.439680 3 2
 237 55.529778 27.487801 4 2
 250 68.469716 30.287402 5 2
 254 50.937784 28.717890 4 2
 264 63.664432 3.090155 4 1
 265 40.280448 25.712939 3 2
 272 54.170751 31.488482 4 2
 277 43.613468 22.391466 3 2
 282 49.372649 2.612795 3 1
 292 41.870269 9.211469 3 1
 298 58.461570 29.617617 4 2
 299 54.541854 29.277903 4 2
 303 42.453334 6.227463 3 1
 315 39.763154 22.537497 3 2
 324 59.878661 1.527960 4 1
 330 50.825280 18.983663 4 2
 332 49.287061 16.829299 3 2
 335 41.531179 30.189916 3 2
 340 51.814466 22.400617 4 2
 343 63.029809 31.683751 4 2
 347 39.698503 27.036377 3 2
 353 64.343978 22.748665 4 2
 359 39.888223 15.963159 3 1
 360 65.342740 14.337276 4 1
 369 67.556452 8.835953 5 1
 370 51.145988 35.529972 4 3
 389 56.980665 12.521230 4 1
 393 65.391383 30.685167 4 2
 412 65.386037 28.387706 4 2
 415 54.579203 24.508366 4 2
 435 53.869072 28.453103 4 2
 455 64.933668 31.640119 4 2
 472 49.563010 25.661935 3 2
 476 64.030272 18.839680 4 2
 494 51.224147 11.514820 4 1
 496 67.599134 29.451909 5 2
 510 68.814637 29.205368 5 2
 511 65.210501 26.055381 4 2
 512 59.626895 2.365441 4 1
 516 66.845920 28.619405 5 2
 528 46.638235 34.094160 3 3
 538 59.818300 7.373541 4 1
 542 48.958638 5.007555 3 1
 552 70.917041 14.328623 5 1
 558 51.398802 22.691900 4 2
 560 39.831782 10.226016 3 1
 591 46.362482 15.923739 3 1
 596 49.908165 19.361187 3 2
 635 42.456900 25.196687 3 2
 647 61.002914 4.886826 4 1
 653 58.515813 23.681918 4 2
 656 61.546117 23.270044 4 2
 657 55.689752 3.902324 4 1
 671 42.177558 6.517091 3 1
 672 54.076479 31.052116 4 2
 703 58.514746 32.242064 4 2
 723 50.878288 12.600622 4 1
 725 57.250924 35.067487 4 3
 736 68.026720 14.384894 5 1
 738 59.898176 14.907965 4 1
 740 62.025445 12.041434 4 1
 745 69.811517 12.055343 5 1
 747 48.412778 12.664559 3 1
 749 65.251652 24.306141 4 2
 750 50.266548 19.451962 4 2
 761 62.375173 17.384649 4 2
 765 45.884639 12.026911 3 1
 779 42.107927 19.293218 3 2
 783 71.397532 13.120152 5 1
 797 43.725014 5.493773 3 1
 799 60.137509 15.212234 4 1
 805 48.909048 21.314473 3 2
 812 63.650517 6.618483 4 1
 816 58.236392 23.395690 4 2
 820 38.982038 16.179442 3 1
 829 64.255816 22.577804 4 2
 847 47.599802 19.570579 3 2
 852 49.781208 25.577632 3 2
 869 63.554080 25.486329 4 2
 877 65.780705 7.758568 4 1
 884 44.530053 13.457936 3 1
 891 47.359393 26.378966 3 2
 915 40.538680 23.279011 3 2
 920 48.391320 2.509587 3 1
 926 67.367431 8.369512 5 1
 943 43.264058 20.720989 3 2
 946 45.600247 19.402885 3 2
 947 62.734913 3.182989 4 1
 965 47.028887 13.547801 3 1
 967 63.429951 9.473968 4 1
 971 49.786844 11.027074 3 1
 989 46.579190 10.148920 3 1
 990 41.394030 11.983728 3 1
 997 62.568826 7.202501 4 1
